Index,date,regional_code,regional_name,organisation_code,organisation_name,diagnostic_id,diagnostic_test_name,total_waiting_list,number_waiting_6_plus_weeks,number_waiting_13_plus_weeks,percentage_waiting_6_plus_weeks,planned_tests_or_procedures,unscheduled_tests_or_procedures,waiting_list_tests_or_procedures_excluding_planned
16142,01/08/2024,Y63,North East and Yorkshire ,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,3,Non-obstetric Ultrasound,5542,875,6,0.158,374,1041,3297
16949,01/08/2024,Y62,North West ,REN,The Clatterbridge Cancer Centre NHS Foundation Trust,3,Non-obstetric Ultrasound,1,0,0,0,98,0,720
16962,01/08/2024,Y62,North West ,RBL,Wirral University Teaching Hospital NHS Foundation Trust,3,Non-obstetric Ultrasound,2918,126,22,0.043,0,0,4471
16963,01/08/2024,Y62,North West ,RBV,The Christie NHS Foundation Trust,3,Non-obstetric Ultrasound,51,0,0,0,116,77,130
16998,01/08/2024,Y62,North West ,RWJ,Stockport NHS Foundation Trust,3,Non-obstetric Ultrasound,1114,3,0,0.003,278,986,2013
17004,01/08/2024,Y62,North West ,RMP,Tameside and Glossop Integrated Care NHS Foundation Trust,3,Non-obstetric Ultrasound,1218,239,135,0.196,255,420,1417
17016,01/08/2024,Y62,North West ,RWW,Warrington and Halton Teaching Hospitals NHS Foundation Trust,3,Non-obstetric Ultrasound,1846,31,0,0.017,253,340,2571
17121,01/08/2024,Y62,North West ,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,3,Non-obstetric Ultrasound,2696,298,17,0.111,229,423,2683
17317,01/08/2024,Y62,North West ,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust",3,Non-obstetric Ultrasound,5431,1742,84,0.321,192,678,2424
17725,01/08/2024,Y62,North West ,DXV,Omnes Healthcare Ltd,3,Non-obstetric Ultrasound,14,8,6,0.571,7,0,0
17729,01/08/2024,Y62,North West ,C3Y0A,Spamedica Blackpool,3,Non-obstetric Ultrasound,0,0,0,0,0,0,1
17738,01/08/2024,Y62,North West ,NN5,Manchester Surgical Services Ltd,3,Non-obstetric Ultrasound,6,0,0,0,0,0,10
18009,01/08/2024,Y62,North West ,NT339,Spire Regency Hospital,3,Non-obstetric Ultrasound,37,2,0,0.054,0,0,67
21284,01/08/2024,Y62,North West ,NPG08,Spamedica Bolton,3,Non-obstetric Ultrasound,0,0,0,0,0,0,5
21290,01/08/2024,Y62,North West ,R0A,Manchester University NHS Foundation Trust,3,Non-obstetric Ultrasound,7743,893,6,0.115,668,1175,9075
21294,01/08/2024,Y62,North West ,V4U1Y,Spamedica Chester,3,Non-obstetric Ultrasound,0,0,0,0,0,0,5
21303,01/08/2024,Y62,North West ,NPG14,Spamedica Widnes,3,Non-obstetric Ultrasound,0,0,0,0,0,0,5
21308,01/08/2024,Y62,North West ,NVC12,Oaklands Hospital,3,Non-obstetric Ultrasound,338,47,2,0.139,10,0,265
21313,01/08/2024,Y62,North West ,NPG01,Spamedica Manchester,3,Non-obstetric Ultrasound,0,0,0,0,0,0,8
21315,01/08/2024,Y62,North West ,NT210,"Nuffield Health, The Grosvenor Hospital, Chester",3,Non-obstetric Ultrasound,5,0,0,0,0,0,7
21358,01/08/2024,Y62,North West ,NVC05,Euxton Hall Hospital,3,Non-obstetric Ultrasound,0,0,0,0,1,0,46
21387,01/08/2024,Y62,North West ,NV6,PDS Medical Ltd,3,Non-obstetric Ultrasound,143,0,0,0,576,0,0
21414,01/08/2024,Y62,North West ,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,3,Non-obstetric Ultrasound,609,0,0,0,241,2,3476
21425,01/08/2024,Y62,North West ,RMC,Bolton NHS Foundation Trust,3,Non-obstetric Ultrasound,442,1,0,0.002,196,325,1480
21434,01/08/2024,Y62,North West ,A4M8P,Buckshaw Hospital,3,Non-obstetric Ultrasound,1,0,0,0,1,0,22
21445,01/08/2024,Y62,North West ,NT401,Alexandra Hospital,3,Non-obstetric Ultrasound,31,0,0,0,0,0,14
21453,01/08/2024,Y62,North West ,NVG01,Fairfield Hospital,3,Non-obstetric Ultrasound,15,0,0,0,0,0,31
21454,01/08/2024,Y62,North West ,NT403,Beardwood Hospital,3,Non-obstetric Ultrasound,28,1,0,0.036,0,0,69
21466,01/08/2024,Y62,North West ,RJR,Countess of Chester Hospital NHS Foundation Trust,3,Non-obstetric Ultrasound,1879,7,0,0.004,29,317,2485
21467,01/08/2024,Y62,North West ,NVC16,Renacres Hospital,3,Non-obstetric Ultrasound,2,0,0,0,0,0,90
21474,01/08/2024,Y62,North West ,RBN,Mersey and West Lancashire Teaching Hospitals NHS Trust,3,Non-obstetric Ultrasound,2983,46,0,0.015,457,1003,6329
21480,01/08/2024,Y62,North West ,NPG17,Spamedica Preston,3,Non-obstetric Ultrasound,0,0,0,0,0,0,7
21483,01/08/2024,Y62,North West ,RBT,Mid Cheshire Hospitals NHS Foundation Trust,3,Non-obstetric Ultrasound,2782,117,14,0.042,149,141,2016
21493,01/08/2024,Y62,North West ,REM,Liverpool University Hospitals NHS Foundation Trust,3,Non-obstetric Ultrasound,4185,7,0,0.002,663,1229,4215
21522,01/08/2024,Y62,North West ,NT404,Beaumont Hospital,3,Non-obstetric Ultrasound,22,0,0,0,0,0,76
21535,01/08/2024,Y62,North West ,O1P6X,Spamedica Oldham,3,Non-obstetric Ultrasound,0,0,0,0,0,0,5
21536,01/08/2024,Y62,North West ,NT327,Spire Manchester Hospital,3,Non-obstetric Ultrasound,8,1,0,0.125,0,0,10
21538,01/08/2024,Y62,North West ,RBS,Alder Hey Children's NHS Foundation Trust,3,Non-obstetric Ultrasound,326,0,0,0,382,41,270
21544,01/08/2024,Y62,North West ,NVC07,Fulwood Hall Hospital,3,Non-obstetric Ultrasound,1,0,0,0,19,0,41
21549,01/08/2024,Y62,North West ,NRP,Beacon Medical Services Group Limited,3,Non-obstetric Ultrasound,18,1,0,0.056,0,0,1953
21563,01/08/2024,Y62,North West ,NPG02,Spamedica Wirral,3,Non-obstetric Ultrasound,0,0,0,0,0,0,11
21567,01/08/2024,Y62,North West ,DKE,Curx Health Limited,3,Non-obstetric Ultrasound,26,0,0,0,1334,0,0
21575,01/08/2024,Y62,North West ,NEM,Diagnostic Healthcare Ltd,3,Non-obstetric Ultrasound,1552,0,0,0,0,0,5111
21587,01/08/2024,Y62,North West ,RW5,Lancashire & South Cumbria NHS Foundation Trust,3,Non-obstetric Ultrasound,51,4,1,0.078,0,0,47
21593,01/08/2024,Y62,North West ,NT324,Spire Cheshire Hospital,3,Non-obstetric Ultrasound,11,0,0,0,0,0,32
21596,01/08/2024,Y62,North West ,Z5J5V,Spamedica Haydock,3,Non-obstetric Ultrasound,0,0,0,0,0,0,7
21608,01/08/2024,Y62,North West ,NT420,Highfield Hospital,3,Non-obstetric Ultrasound,31,0,0,0,0,0,23
21609,01/08/2024,Y62,North West ,NT337,Spire Liverpool Hospital,3,Non-obstetric Ultrasound,34,4,0,0.118,0,0,51
21615,01/08/2024,Y62,North West ,NT449,Lancaster Hospital,3,Non-obstetric Ultrasound,1,0,0,0,0,0,1
21641,01/08/2024,Y62,North West ,RBQ,Liverpool Heart and Chest Hospital NHS Foundation Trust,3,Non-obstetric Ultrasound,10,0,0,0,0,51,20
21648,01/08/2024,Y62,North West ,REP,Liverpool Women's NHS Foundation Trust,3,Non-obstetric Ultrasound,325,21,4,0.065,178,402,1157
21654,01/08/2024,Y62,North West ,NT347,Spire Fylde Coast Hospital,3,Non-obstetric Ultrasound,63,4,3,0.063,0,0,41
21663,01/08/2024,Y62,North West ,RM3,Northern Care Alliance NHS Foundation Trust,3,Non-obstetric Ultrasound,3433,393,28,0.114,77,775,4686
21664,01/08/2024,Y62,North West ,R1G7E,Spamedica Kendal,3,Non-obstetric Ultrasound,0,0,0,0,0,0,16
21675,01/08/2024,Y62,North West ,NPG06,Spamedica Liverpool,3,Non-obstetric Ultrasound,0,0,0,0,0,0,6
21703,01/08/2024,Y62,North West ,RXR,East Lancashire Hospitals NHS Trust,3,Non-obstetric Ultrasound,5313,47,0,0.009,458,751,4898
21710,01/08/2024,Y62,North West ,RJN,East Cheshire NHS Trust,3,Non-obstetric Ultrasound,1895,269,0,0.142,138,0,2778
21716,01/08/2024,Y62,North West ,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,3,Non-obstetric Ultrasound,7406,3186,875,0.43,445,985,4346
21725,01/08/2024,Y62,North West ,NT325,Spire Murrayfield Hospital,3,Non-obstetric Ultrasound,3,0,0,0,0,0,11
21740,01/08/2024,Y62,North West ,DG701,Harmonic Medical Sonography Limited,3,Non-obstetric Ultrasound,797,0,0,0,797,0,0
24577,01/08/2024,Y59,South East ,RHU,Portsmouth Hospitals University National Health Service Trust,3,Non-obstetric Ultrasound,2690,190,54,0.071,364,525,4526
24578,01/08/2024,Y59,South East ,NTP16,Practice Plus Group Surgical Centre - Gillingham,3,Non-obstetric Ultrasound,0,0,0,0,0,0,27
24585,01/08/2024,Y59,South East ,G82114,Ivy Court Surgery,3,Non-obstetric Ultrasound,0,0,0,0,149,0,0
24595,01/08/2024,Y59,South East ,NT428,Princess Margaret Hospital,3,Non-obstetric Ultrasound,0,0,0,0,0,0,1
24599,01/08/2024,Y59,South East ,NTP11,Practice Plus Group Hospital - Southampton,3,Non-obstetric Ultrasound,88,29,11,0.33,0,0,100
24603,01/08/2024,Y59,South East ,NHA,Insidevue Limited,3,Non-obstetric Ultrasound,395,71,0,0.18,0,0,854
24606,01/08/2024,Y59,South East ,R1F,Isle of Wight NHS Trust,3,Non-obstetric Ultrasound,1195,38,0,0.032,59,29,1575
24608,01/08/2024,Y59,South East ,NV1,Inhealth Limited,3,Non-obstetric Ultrasound,8255,62,2,0.008,181,0,5529
24672,01/08/2024,Y59,South East ,Y00080,Harbour Medical Practice,3,Non-obstetric Ultrasound,0,0,0,0,314,0,0
24676,01/08/2024,Y59,South East ,NYR,Healthshare Diagnostics,3,Non-obstetric Ultrasound,16619,274,6,0.016,0,0,15111
24695,01/08/2024,Y59,South East ,ADP02,Kims Hospital (Newnham Court),3,Non-obstetric Ultrasound,3,0,0,0,0,0,62
24696,01/08/2024,Y59,South East ,NWX,Here,3,Non-obstetric Ultrasound,192,7,1,0.036,0,26,192
24700,01/08/2024,Y59,South East ,RWF,Maidstone and Tunbridge Wells NHS Trust,3,Non-obstetric Ultrasound,2284,1,0,0,238,542,5314
24712,01/08/2024,Y59,South East ,ALH,Hem Clinical Ultrasound Service Limited,3,Non-obstetric Ultrasound,64,0,0,0,0,0,904
24728,01/08/2024,Y59,South East ,NTPAD,Practice Plus Group Surgical Centre - St Marys Portsmouth,3,Non-obstetric Ultrasound,379,160,0,0.422,0,0,622
24737,01/08/2024,Y59,South East ,NTPAA,Mid & South Buckinghamshire Diagnostic NHS Centre,3,Non-obstetric Ultrasound,395,16,0,0.041,0,0,1404
24754,01/08/2024,Y59,South East ,RPA,Medway NHS Foundation Trust,3,Non-obstetric Ultrasound,1112,2,0,0.002,125,85,2327
25109,01/08/2024,Y59,South East ,H82017,Park Surgery,3,Non-obstetric Ultrasound,139,0,0,0,0,0,635
25115,01/08/2024,Y59,South East ,NT455,Mount Alvernia Hospital,3,Non-obstetric Ultrasound,4,0,0,0,0,0,2
25224,01/08/2024,Y59,South East ,RYR,University Hospitals Sussex NHS Foundation Trust,3,Non-obstetric Ultrasound,6142,511,38,0.083,375,1009,8332
25268,01/08/2024,Y59,South East ,G82729,White Cliffs Medical Centre,3,Non-obstetric Ultrasound,328,0,0,0,0,0,705
25269,01/08/2024,Y59,South East ,G82071,Whitstable Medical Practice,3,Non-obstetric Ultrasound,179,0,0,0,0,0,465
25348,01/08/2024,Y59,South East ,RTK,Ashford and St Peter's Hospitals NHS Foundation Trust,3,Non-obstetric Ultrasound,2889,51,0,0.018,58,1087,4406
25375,01/08/2024,Y59,South East ,NT205,"Nuffield Health, Brighton Hospital",3,Non-obstetric Ultrasound,0,0,0,0,0,0,3
25385,01/08/2024,Y59,South East ,NT343,Spire Thames Valley Hospital,3,Non-obstetric Ultrasound,2,0,0,0,0,0,0
25390,01/08/2024,Y59,South East ,NT364,Spire Montefiore Hospital,3,Non-obstetric Ultrasound,0,0,0,0,0,0,18
25395,01/08/2024,Y59,South East ,NT308,Spire Gatwick Park Hospital,3,Non-obstetric Ultrasound,11,1,0,0.091,0,0,10
25406,01/08/2024,Y59,South East ,NT304,Spire Southampton Hospital,3,Non-obstetric Ultrasound,1,0,0,0,0,0,9
25415,01/08/2024,Y59,South East ,RHW,Royal Berkshire NHS Foundation Trust,3,Non-obstetric Ultrasound,1621,50,4,0.031,188,434,1617
25436,01/08/2024,Y59,South East ,B9M3W,Spamedica Southampton,3,Non-obstetric Ultrasound,0,0,0,0,0,0,20
25441,01/08/2024,Y59,South East ,M0N7E,Spamedica Sittingbourne,3,Non-obstetric Ultrasound,0,0,0,0,0,0,7
25466,01/08/2024,Y59,South East ,D5P5H,Spamedica Bexhill,3,Non-obstetric Ultrasound,0,0,0,0,0,0,7
25493,01/08/2024,Y59,South East ,NT310,Spire Tunbridge Wells Hospital,3,Non-obstetric Ultrasound,3,0,0,0,0,0,5
25510,01/08/2024,Y59,South East ,RTP,Surrey and Sussex Healthcare NHS Trust,3,Non-obstetric Ultrasound,2228,135,37,0.061,483,450,2831
25522,01/08/2024,Y59,South East ,RW1,Southern Health NHS Foundation Trust,3,Non-obstetric Ultrasound,777,7,0,0.009,0,0,1143
25557,01/08/2024,Y59,South East ,RDR,Sussex Community NHS Foundation Trust,3,Non-obstetric Ultrasound,965,33,1,0.034,0,0,939
25577,01/08/2024,Y59,South East ,NT305,Spire Portsmouth Hospital,3,Non-obstetric Ultrasound,3,1,0,0.333,0,0,0
25587,01/08/2024,Y59,South East ,NT312,Spire Alexandra Hospital,3,Non-obstetric Ultrasound,17,1,0,0.059,0,0,19
25595,01/08/2024,Y59,South East ,T8R5I,Spamedica Wokingham,3,Non-obstetric Ultrasound,0,0,0,0,0,0,5
25600,01/08/2024,Y59,South East ,NT345,Spire Clare Park Hospital,3,Non-obstetric Ultrasound,7,3,1,0.429,0,0,3
25634,01/08/2024,Y59,South East ,RPC,Queen Victoria Hospital NHS Foundation Trust,3,Non-obstetric Ultrasound,418,0,0,0,38,12,764
25645,01/08/2024,Y59,South East ,ALC,South East Ultrasound Ltd,3,Non-obstetric Ultrasound,2448,0,0,0,372,0,0
25646,01/08/2024,Y59,South East ,NT431,Runnymede Hospital,3,Non-obstetric Ultrasound,3,0,0,0,0,0,0
25647,01/08/2024,Y59,South East ,NT344,Spire Dunedin Hospital,3,Non-obstetric Ultrasound,1,0,0,0,0,0,0
25649,01/08/2024,Y59,South East ,I9A4A,Spamedica Brighton,3,Non-obstetric Ultrasound,0,0,0,0,0,0,5
25651,01/08/2024,Y59,South East ,RA2,Royal Surrey County Hospital NHS Foundation Trust,3,Non-obstetric Ultrasound,3784,334,1,0.088,0,225,4385
25660,01/08/2024,Y59,South East ,NT433,Sarum Road Hospital,3,Non-obstetric Ultrasound,2,0,0,0,0,0,0
25696,01/08/2024,Y59,South East ,M7C9Q,Spamedica Epsom,3,Non-obstetric Ultrasound,0,0,0,0,0,0,8
25786,01/08/2024,Y59,South East ,NT410,Chiltern Hospital,3,Non-obstetric Ultrasound,4,0,0,0,0,0,17
25788,01/08/2024,Y59,South East ,F9Z4V,Circle Reading Hospital,3,Non-obstetric Ultrasound,18,0,0,0,0,0,9
25801,01/08/2024,Y59,South East ,NWF01,Benenden Hospital,3,Non-obstetric Ultrasound,0,0,0,0,249,0,0
25811,01/08/2024,Y59,South East ,NVC01,Ashtead Hospital,3,Non-obstetric Ultrasound,0,0,0,0,0,0,3
25818,01/08/2024,Y59,South East ,G82094,Charing Surgery,3,Non-obstetric Ultrasound,0,0,0,0,109,0,0
25828,01/08/2024,Y59,South East ,NGD01,Diagnostic Ultrasound Services,3,Non-obstetric Ultrasound,0,0,0,0,0,0,1561
25830,01/08/2024,Y59,South East ,NT408,Chaucer Hospital,3,Non-obstetric Ultrasound,1,0,0,0,0,0,4
25862,01/08/2024,Y59,South East ,RN7,Dartford and Gravesham NHS Trust,3,Non-obstetric Ultrasound,2263,15,5,0.007,701,158,3133
25877,01/08/2024,Y59,South East ,NT418,Hampshire Clinic,3,Non-obstetric Ultrasound,6,0,0,0,0,0,21
25883,01/08/2024,Y59,South East ,RDU,Frimley Health NHS Foundation Trust,3,Non-obstetric Ultrasound,4658,130,15,0.028,159,414,6202
25888,01/08/2024,Y59,South East ,NNE,Dorking Healthcare Limited (DHC),3,Non-obstetric Ultrasound,351,3,0,0.009,55,0,605
25895,01/08/2024,Y59,South East ,NT417,Goring Hall Hospital,3,Non-obstetric Ultrasound,22,0,0,0,0,0,26
25962,01/08/2024,Y59,South East ,RXQ,Buckinghamshire Healthcare NHS Trust,3,Non-obstetric Ultrasound,1851,286,71,0.155,808,2868,198
25969,01/08/2024,Y59,South East ,RN5,Hampshire Hospitals NHS Foundation Trust,3,Non-obstetric Ultrasound,5096,2016,71,0.396,301,665,3046
25992,01/08/2024,Y59,South East ,AJX,Sussex MSK Partnership 2,3,Non-obstetric Ultrasound,60,7,0,0.117,0,46,0
26018,01/08/2024,Y59,South East ,NXM01,The Horder Centre - St Johns Road,3,Non-obstetric Ultrasound,2,0,0,0,0,4,0
26023,01/08/2024,Y59,South East ,NMC01,Sussex Medical Centre Ltd (Clive Avenue),3,Non-obstetric Ultrasound,6,1,0,0.167,0,0,863
26030,01/08/2024,Y59,South East ,RHM,University Hospital Southampton NHS Foundation Trust,3,Non-obstetric Ultrasound,2956,227,48,0.077,341,433,4270
26072,01/08/2024,Y59,South East ,G82050,Sydenham House Medical Centre,3,Non-obstetric Ultrasound,263,0,0,0,263,0,0
26090,01/08/2024,Y59,South East ,NVC02,The Berkshire Independent Hospital,3,Non-obstetric Ultrasound,0,0,0,0,0,0,22
26092,01/08/2024,Y59,South East ,RXC,East Sussex Healthcare NHS Trust,3,Non-obstetric Ultrasound,2021,35,2,0.017,271,500,3240
26122,01/08/2024,Y59,South East ,RVV,East Kent Hospitals University NHS Foundation Trust,3,Non-obstetric Ultrasound,4649,2077,750,0.447,0,0,4351
26145,01/08/2024,Y59,South East ,G82020,The Grange Practice,3,Non-obstetric Ultrasound,308,0,0,0,0,0,342
26171,01/08/2024,Y59,South East ,NVM,Epsomedical Group,3,Non-obstetric Ultrasound,132,1,0,0.008,5,2,148
26175,01/08/2024,Y59,South East ,NVC25,The Cherwell Hospital,3,Non-obstetric Ultrasound,0,0,0,0,2,0,57
26177,01/08/2024,Y59,South East ,NRK,Eastbourne Healthcare Partnership,3,Non-obstetric Ultrasound,22,0,0,0,0,0,393
26189,01/08/2024,Y59,South East ,NVC11,North Downs Hospital,3,Non-obstetric Ultrasound,0,0,0,0,2,0,35
26818,01/08/2024,Y59,South East ,RTH,Oxford University Hospitals NHS Foundation Trust,3,Non-obstetric Ultrasound,7462,888,7,0.119,390,2311,5650
28321,01/08/2024,Y58,South West ,NEF,Korus Health,3,Non-obstetric Ultrasound,3046,16,0,0.005,4208,0,0
28334,01/08/2024,Y58,South West ,NVC08,Mount Stuart Hospital,3,Non-obstetric Ultrasound,0,0,0,0,0,0,29
28340,01/08/2024,Y58,South West ,NVC09,New Hall Hospital,3,Non-obstetric Ultrasound,2,0,0,0,1,0,40
28360,01/08/2024,Y58,South West ,R0D,University Hospitals Dorset NHS Foundation Trust,3,Non-obstetric Ultrasound,3210,150,7,0.047,622,665,3570
28379,01/08/2024,Y58,South West ,NT302,Spire Bristol Hospital,3,Non-obstetric Ultrasound,3,1,0,0.333,0,0,6
28408,01/08/2024,Y58,South West ,M5E1S,Spamedica Exeter,3,Non-obstetric Ultrasound,0,0,0,0,0,0,10
28410,01/08/2024,Y58,South West ,A0C5S,Spamedica Gloucester,3,Non-obstetric Ultrasound,0,0,0,0,0,0,6
28414,01/08/2024,Y58,South West ,L6O7H,Spamedica Poole,3,Non-obstetric Ultrasound,0,0,0,0,0,0,38
28417,01/08/2024,Y58,South West ,G6S7A,Spamedica Taunton,3,Non-obstetric Ultrasound,0,0,0,0,0,0,11
28422,01/08/2024,Y58,South West ,E3D4A,Spamedica Truro,3,Non-obstetric Ultrasound,0,0,0,0,0,0,7
28431,01/08/2024,Y58,South West ,RK9,University Hospitals Plymouth NHS Trust,3,Non-obstetric Ultrasound,1832,63,2,0.034,356,733,3591
28449,01/08/2024,Y58,South West ,NT443,Winterbourne Hospital,3,Non-obstetric Ultrasound,5,0,0,0,0,0,3
28460,01/08/2024,Y58,South West ,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,3,Non-obstetric Ultrasound,4337,602,7,0.139,640,1313,3607
28497,01/08/2024,Y58,South West ,RVJ,North Bristol NHS Trust,3,Non-obstetric Ultrasound,3373,61,0,0.018,562,296,7841
28546,01/08/2024,Y58,South West ,RH5,Somerset NHS Foundation Trust,3,Non-obstetric Ultrasound,1718,49,1,0.029,253,1301,4364
28550,01/08/2024,Y58,South West ,RNZ,Salisbury NHS Foundation Trust,3,Non-obstetric Ultrasound,1031,15,1,0.015,352,75,3302
28580,01/08/2024,Y58,South West ,P1B7M,Spamedica Bristol,3,Non-obstetric Ultrasound,0,0,0,0,0,0,9
28583,01/08/2024,Y58,South West ,G3Z1Q,Sulis Hospital Bath (Foxcote Avenue),3,Non-obstetric Ultrasound,27,0,0,0,0,0,44
28621,01/08/2024,Y58,South West ,RD1,Royal United Hospitals Bath NHS Foundation Trust,3,Non-obstetric Ultrasound,4477,1839,141,0.411,252,184,2300
28703,01/08/2024,Y58,South West ,NVC22,Winfield Hospital,3,Non-obstetric Ultrasound,0,0,0,0,0,0,5
28712,01/08/2024,Y58,South West ,RA9,Torbay and South Devon NHS Foundation Trust,3,Non-obstetric Ultrasound,1785,360,28,0.202,61,577,851
29825,01/08/2024,Y58,South West ,NTPH1,Practice Plus Group Hospital - Shepton Mallet,3,Non-obstetric Ultrasound,120,2,0,0.017,0,0,111
29854,01/08/2024,Y58,South West ,NTPH3,Practice Plus Group Surgical Centre - Devizes,3,Non-obstetric Ultrasound,180,56,1,0.311,0,0,51
29859,01/08/2024,Y58,South West ,NTPH5,Practice Plus Group Hospital - Plymouth,3,Non-obstetric Ultrasound,0,0,0,0,0,0,3
29860,01/08/2024,Y58,South West ,NT202,"Nuffield Health, Bournemouth Hospital",3,Non-obstetric Ultrasound,0,0,0,0,0,0,7
29904,01/08/2024,Y58,South West ,NT206,"Nuffield Health, Bristol Hospital (Chesterfield)",3,Non-obstetric Ultrasound,3,0,0,0,0,0,3
29910,01/08/2024,Y58,South West ,NTPH2,Practice Plus Group Hospital - Emersons Green,3,Non-obstetric Ultrasound,114,23,1,0.202,0,0,256
29927,01/08/2024,Y58,South West ,RH8,Royal Devon University Healthcare NHS Foundation Trust,3,Non-obstetric Ultrasound,4521,1624,549,0.359,470,896,3797
29948,01/08/2024,Y58,South West ,NT430,Ridgeway Hospital,3,Non-obstetric Ultrasound,0,0,0,0,0,0,1
29975,01/08/2024,Y58,South West ,RTE,Gloucestershire Hospitals NHS Foundation Trust,3,Non-obstetric Ultrasound,3814,99,0,0.026,265,776,3837
29978,01/08/2024,Y58,South West ,REF,Royal Cornwall Hospitals NHS Trust,3,Non-obstetric Ultrasound,2595,730,6,0.281,312,680,2223
29983,01/08/2024,Y58,South West ,NVC04,Duchy Hospital,3,Non-obstetric Ultrasound,0,0,0,0,0,0,3
29985,01/08/2024,Y58,South West ,RBD,Dorset County Hospital NHS Foundation Trust,3,Non-obstetric Ultrasound,1110,3,0,0.003,114,258,1894
29989,01/08/2024,Y58,South West ,NT402,Bath Clinic,3,Non-obstetric Ultrasound,8,0,0,0,0,0,8
29998,01/08/2024,Y58,South West ,RN3,Great Western Hospitals NHS Foundation Trust,3,Non-obstetric Ultrasound,2251,676,71,0.3,191,13,2684
30029,01/08/2024,Y58,South West ,RDY,Dorset Healthcare University NHS Foundation Trust,3,Non-obstetric Ultrasound,28,0,0,0,0,0,343
94,01/10/2024,Y61,East of England ,NVC18,Springfield Hospital,3,Non-obstetric Ultrasound,1,0,0,0,0,0,64
170,01/10/2024,Y61,East of England ,NT319,Spire Hartswood Hospital,3,Non-obstetric Ultrasound,9,1,0,0.111,0,0,72
289,01/10/2024,Y61,East of England ,NT209,"Nuffield Health, Cambridge Hospital",3,Non-obstetric Ultrasound,0,0,0,0,2,0,0
323,01/10/2024,Y61,East of England ,RWG,West Hertfordshire Teaching Hospitals NHS Trust,3,Non-obstetric Ultrasound,1572,9,0,0.006,164,43,3092
438,01/10/2024,Y61,East of England ,RC9,Bedfordshire Hospitals NHS Foundation Trust,3,Non-obstetric Ultrasound,9980,4371,2313,0.438,1596,600,4240
557,01/10/2024,Y61,East of England ,NBI,Lakeside Medical Diagnostics,3,Non-obstetric Ultrasound,1357,0,0,0,10,1055,581
684,01/10/2024,Y61,East of England ,RD8,Milton Keynes University Hospital NHS Foundation Trust,3,Non-obstetric Ultrasound,6486,2827,434,0.436,133,1374,2253
735,01/10/2024,Y61,East of England ,RWH,East and North Hertfordshire NHS Trust,3,Non-obstetric Ultrasound,7342,2400,176,0.327,0,571,5695
792,01/10/2024,Y61,East of England ,NT313,Spire Wellesley Hospital,3,Non-obstetric Ultrasound,17,3,1,0.176,0,0,28
868,01/10/2024,Y61,East of England ,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,3,Non-obstetric Ultrasound,1939,120,53,0.062,190,1765,2741
881,01/10/2024,Y61,East of England ,RDE,East Suffolk and North Essex NHS Foundation Trust,3,Non-obstetric Ultrasound,4080,134,6,0.033,245,1424,6090
916,01/10/2024,Y61,East of England ,NT423,Manor Hospital,3,Non-obstetric Ultrasound,4,0,0,0,0,0,0
1661,01/10/2024,Y61,East of England ,RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",3,Non-obstetric Ultrasound,2612,1035,164,0.396,218,491,2713
